subject_count,loss,learning_rate,Dice/AverageAcrossStructures,Dice/spinalcord,Dice/lung_r,Dice/lung_l,Dice/heart,Dice/esophagus,VoxelCount/spinalcord,VoxelCount/lung_r,VoxelCount/lung_l,VoxelCount/heart,VoxelCount/esophagus,epoch,cross_validation_split_index
10.000000,0.453603,0.000604,0.466612,0.409201,0.633382,0.471893,0.574571,0.244015,2529.000000,153827.000000,31810.699219,99076.898438,2970.000000,65,-1
10.000000,0.452849,0.000597,0.463529,0.260996,0.623049,0.771852,0.469871,0.191878,1959.699951,37326.500000,87644.601562,93282.703125,3470.199951,66,-1
10.000000,0.445824,0.000591,0.472328,0.445156,0.514640,0.764351,0.279190,0.358300,3097.100098,61138.699219,121711.101562,36899.398438,2383.199951,67,-1
10.000000,0.469055,0.000585,0.444123,0.444222,0.550227,0.563978,0.394422,0.267765,3068.100098,109077.796875,88816.500000,48450.101562,3158.000000,68,-1
10.000000,0.356880,0.000579,0.570320,0.447860,0.778989,0.885192,0.423998,0.315561,3229.300049,58960.601562,109198.796875,74777.296875,3903.100098,69,-1
10.000000,0.374183,0.000572,0.554067,0.591001,0.548066,0.844192,0.485779,0.301298,3820.899902,35615.300781,175446.406250,59551.898438,2836.300049,70,-1
10.000000,0.401422,0.000566,0.521106,0.499417,0.481211,0.877917,0.359234,0.387751,3361.100098,42568.199219,174515.703125,61799.398438,4332.500000,71,-1
10.000000,0.561485,0.000560,0.318068,0.320795,0.370967,0.461404,0.249127,0.188047,2417.699951,102815.296875,82158.796875,13132.299805,2020.599976,72,-1
10.000000,0.483484,0.000553,0.421576,0.445461,0.525905,0.557240,0.380900,0.198376,2959.600098,88438.296875,93172.101562,66586.500000,2414.899902,73,-1
10.000000,0.463882,0.000547,0.451969,0.319059,0.584815,0.608418,0.405320,0.342235,1973.400024,118713.601562,74936.898438,75764.601562,3227.699951,74,-1
10.000000,0.538253,0.000541,0.355609,0.361441,0.461667,0.537121,0.340546,0.077269,2459.500000,127309.898438,77040.101562,32586.900391,1902.599976,75,-1
10.000000,0.379140,0.000534,0.549254,0.827269,0.750760,0.543032,0.208723,0.416487,4773.700195,98100.101562,43097.699219,34936.500000,4286.299805,76,-1
10.000000,0.511882,0.000528,0.403008,0.461623,0.474247,0.606480,0.179878,0.292813,3714.000000,90094.203125,78088.703125,29739.699219,2402.399902,77,-1
10.000000,0.461847,0.000521,0.448333,0.442552,0.527269,0.579795,0.423517,0.268534,2500.699951,67397.500000,91241.601562,79211.703125,2277.399902,78,-1
10.000000,0.311403,0.000515,0.632594,0.623277,0.883652,0.798594,0.512646,0.344800,4475.799805,109137.898438,59580.199219,82150.601562,2739.100098,79,-1
10.000000,0.341979,0.000509,0.586304,0.620741,0.681312,0.817827,0.326800,0.484841,3863.699951,89012.796875,97173.203125,41847.000000,4206.100098,80,-1
10.000000,0.407361,0.000502,0.507025,0.406552,0.586090,0.842392,0.383218,0.316872,3102.699951,71954.500000,66169.500000,66258.898438,3434.300049,81,-1
10.000000,0.301845,0.000496,0.639386,0.574790,0.762069,0.889943,0.689283,0.280842,2918.899902,62910.199219,120192.898438,100258.296875,3679.500000,82,-1
10.000000,0.360887,0.000489,0.587030,0.359239,0.685286,0.911037,0.738589,0.240999,1645.300049,61716.300781,120325.000000,175834.906250,4634.200195,83,-1
10.000000,0.307503,0.000483,0.629398,0.673215,0.700600,0.861264,0.503317,0.408591,4661.700195,84209.500000,115451.296875,85526.203125,4992.500000,84,-1
10.000000,0.437527,0.000476,0.483590,0.359401,0.629732,0.588830,0.547354,0.292634,2377.000000,115509.796875,52663.101562,125585.703125,2847.699951,85,-1
10.000000,0.443160,0.000470,0.470974,0.444884,0.509381,0.555007,0.562861,0.282737,3103.500000,107738.000000,89886.398438,63076.300781,2776.800049,86,-1
10.000000,0.407297,0.000463,0.524605,0.443259,0.718412,0.826950,0.369348,0.265055,2781.100098,109543.601562,118869.601562,36928.300781,2679.100098,87,-1
10.000000,0.549283,0.000457,0.358935,0.356316,0.325577,0.598697,0.278340,0.235743,2128.600098,30002.300781,112034.101562,25626.699219,1836.400024,88,-1
10.000000,0.428172,0.000451,0.490426,0.314713,0.841239,0.540618,0.369829,0.385730,2001.699951,115372.500000,69979.398438,53178.699219,2195.199951,89,-1
10.000000,0.419217,0.000444,0.509256,0.707973,0.634895,0.596860,0.307395,0.299157,5233.299805,50835.398438,46570.398438,37315.199219,3298.399902,90,-1
10.000000,0.495792,0.000437,0.418569,0.445383,0.421368,0.615982,0.346116,0.263996,3210.800049,56255.898438,91485.203125,46820.101562,3996.100098,91,-1
10.000000,0.323246,0.000431,0.612303,0.451503,0.803551,0.767040,0.671939,0.367480,2610.199951,116508.000000,53284.300781,118558.000000,3555.800049,92,-1
10.000000,0.370734,0.000424,0.553231,0.627486,0.702503,0.678992,0.385920,0.371253,4292.600098,86178.203125,73963.796875,40718.898438,3038.300049,93,-1
10.000000,0.307504,0.000418,0.627968,0.620136,0.736466,0.879971,0.415694,0.487574,4241.899902,67240.296875,117978.296875,38133.699219,3576.100098,94,-1
10.000000,0.366056,0.000411,0.560210,0.631517,0.712709,0.656205,0.389954,0.410665,4079.699951,100650.000000,73089.203125,46923.300781,3538.899902,95,-1
10.000000,0.392952,0.000405,0.524546,0.537807,0.694346,0.637643,0.366506,0.386427,3294.300049,91105.398438,76924.703125,37987.699219,2403.100098,96,-1
10.000000,0.307900,0.000398,0.627509,0.715376,0.854410,0.742663,0.418146,0.406953,4750.200195,148221.796875,53491.800781,45800.898438,4599.899902,97,-1
10.000000,0.248000,0.000392,0.703870,0.684415,0.954647,0.925835,0.479169,0.475283,3718.399902,104110.296875,85282.203125,102934.101562,4162.100098,98,-1
10.000000,0.466429,0.000385,0.441257,0.270073,0.488033,0.712702,0.499144,0.236331,1635.300049,77004.296875,136410.296875,49690.699219,1652.300049,99,-1
10.000000,0.348622,0.000378,0.584639,0.326472,0.816152,0.892024,0.615454,0.273094,1446.099976,75591.500000,84970.898438,115003.703125,2586.300049,100,-1
10.000000,0.462565,0.000372,0.451768,0.360153,0.447634,0.735521,0.472072,0.243459,2814.899902,42138.101562,109952.703125,61509.199219,1752.199951,101,-1
10.000000,0.433406,0.000365,0.486258,0.242051,0.503782,0.719185,0.684701,0.281574,1839.300049,50601.601562,106999.203125,121615.500000,2703.300049,102,-1
10.000000,0.465792,0.000358,0.455460,0.179925,0.658007,0.585249,0.593869,0.260248,1184.699951,91946.101562,88611.796875,133193.000000,2923.500000,103,-1
10.000000,0.300150,0.000352,0.636626,0.491508,0.819125,0.870656,0.537151,0.464690,3204.199951,67876.500000,93159.796875,103142.398438,3783.699951,104,-1
10.000000,0.305806,0.000345,0.637412,0.540959,0.799569,0.763325,0.671709,0.411499,3677.899902,77034.601562,74574.500000,71796.398438,3917.500000,105,-1
10.000000,0.318714,0.000338,0.623681,0.547817,0.873040,0.782168,0.421680,0.493700,3799.699951,144762.000000,81850.398438,63709.300781,3920.300049,106,-1
10.000000,0.267086,0.000332,0.676478,0.508723,0.796235,0.868809,0.783347,0.425275,2538.699951,83972.000000,85651.796875,99838.601562,4106.799805,107,-1
10.000000,0.292064,0.000325,0.649814,0.593969,0.729739,0.837467,0.590546,0.497349,2829.000000,86436.000000,98051.703125,110861.398438,4306.100098,108,-1
10.000000,0.290744,0.000318,0.646919,0.762685,0.835531,0.757489,0.361170,0.517718,5103.200195,113170.296875,73501.101562,52102.101562,3518.399902,109,-1
10.000000,0.388541,0.000311,0.535217,0.757884,0.575048,0.813996,0.216175,0.312982,5573.200195,39210.699219,102181.203125,40404.398438,2487.800049,110,-1
10.000000,0.418334,0.000305,0.505801,0.259073,0.759827,0.672030,0.559108,0.278965,1919.900024,96541.203125,68545.000000,85825.601562,3231.399902,111,-1
10.000000,0.359872,0.000298,0.567670,0.296965,0.572281,0.918278,0.732186,0.318639,1975.400024,54072.699219,88038.296875,146703.906250,2259.199951,112,-1
10.000000,0.309687,0.000291,0.637601,0.470054,0.890007,0.841957,0.577625,0.408363,2676.300049,105070.398438,39064.000000,113135.203125,3623.699951,113,-1
10.000000,0.483864,0.000284,0.423515,0.429766,0.508035,0.520891,0.367005,0.291880,2023.000000,93071.203125,91378.296875,35960.500000,1893.500000,114,-1
10.000000,0.367563,0.000277,0.558832,0.517045,0.778473,0.619278,0.482550,0.396815,3596.100098,154570.093750,35533.398438,54510.398438,2475.899902,115,-1
10.000000,0.551941,0.000270,0.341422,0.327519,0.414667,0.412567,0.392376,0.159978,1920.000000,91617.203125,45448.000000,33613.000000,1211.500000,116,-1
10.000000,0.340683,0.000263,0.606813,0.612444,0.678349,0.797210,0.461317,0.484742,4359.000000,66988.601562,90511.500000,86320.000000,2762.899902,117,-1
10.000000,0.343294,0.000256,0.584959,0.521692,0.697697,0.839098,0.443659,0.422649,3209.000000,127248.898438,89304.601562,52438.000000,2747.500000,118,-1
10.000000,0.323281,0.000250,0.612784,0.714250,0.719953,0.725642,0.455762,0.448315,4767.700195,111665.898438,103896.203125,33759.800781,3700.100098,119,-1
10.000000,0.316551,0.000243,0.618209,0.670919,0.662722,0.890117,0.382671,0.484615,4333.100098,44891.800781,138469.703125,50326.398438,3549.800049,120,-1
10.000000,0.338386,0.000236,0.589104,0.618165,0.431322,0.756223,0.680151,0.459661,2861.399902,53515.800781,99456.601562,108020.101562,3821.600098,121,-1
10.000000,0.350031,0.000229,0.584688,0.355880,0.671628,0.876345,0.634731,0.384856,2779.399902,53835.898438,112591.703125,104540.101562,2959.899902,122,-1
10.000000,0.355116,0.000222,0.572869,0.687045,0.684941,0.715646,0.355173,0.421540,5102.399902,48911.000000,52932.500000,52440.199219,2885.600098,123,-1
10.000000,0.270964,0.000214,0.676969,0.761515,0.675837,0.748320,0.683010,0.516165,4470.799805,143511.593750,115340.898438,71560.296875,3752.600098,124,-1
10.000000,0.314595,0.000207,0.622216,0.854021,0.657076,0.776673,0.299073,0.524235,6412.299805,64157.500000,76840.398438,35678.000000,3714.699951,125,-1
10.000000,0.304939,0.000200,0.636063,0.631434,0.588656,0.933532,0.658208,0.368483,3215.100098,30335.400391,127147.898438,108058.601562,2602.100098,126,-1
10.000000,0.380920,0.000193,0.554337,0.349594,0.511742,0.884996,0.711485,0.313870,1826.500000,72366.500000,168281.796875,77103.703125,2529.800049,127,-1
10.000000,0.345533,0.000186,0.576556,0.536937,0.715078,0.795526,0.447134,0.388106,3448.100098,85566.398438,68443.500000,62268.601562,2553.300049,128,-1
10.000000,0.286190,0.000179,0.659788,0.897575,0.830583,0.788843,0.305508,0.476432,6941.799805,60953.000000,48924.601562,15069.599609,3418.500000,129,-1
10.000000,0.409002,0.000171,0.513742,0.601924,0.848476,0.559826,0.241272,0.317210,4623.600098,110375.101562,24940.900391,47857.898438,2827.899902,130,-1
10.000000,0.349679,0.000164,0.576941,0.711031,0.774441,0.724573,0.197893,0.476765,4747.600098,109106.398438,80276.796875,16777.000000,3200.500000,131,-1
10.000000,0.247080,0.000157,0.699588,0.704478,0.725870,0.850741,0.668619,0.548235,4323.700195,99571.796875,92196.398438,56756.898438,3997.199951,132,-1
10.000000,0.342805,0.000149,0.579591,0.520335,0.758482,0.746522,0.447631,0.424985,2899.899902,75559.000000,85926.101562,45128.601562,3142.800049,133,-1
10.000000,0.442514,0.000142,0.479466,0.398148,0.593525,0.523968,0.567469,0.314222,2156.199951,100945.000000,73877.296875,78218.898438,2827.300049,134,-1
10.000000,0.519598,0.000135,0.397840,0.149809,0.666202,0.520137,0.365532,0.287522,1054.199951,146357.906250,15170.299805,61911.898438,2180.500000,135,-1
10.000000,0.349208,0.000127,0.581854,0.617571,0.687099,0.647661,0.456670,0.500268,3745.899902,83647.203125,104223.203125,75525.898438,3221.800049,136,-1
10.000000,0.176403,0.000120,0.781930,0.888091,0.943655,0.933879,0.500061,0.643965,5827.200195,84841.296875,84680.203125,46076.199219,4831.399902,137,-1
10.000000,0.216553,0.000112,0.738012,0.733590,0.850902,0.800022,0.625546,0.679999,4676.799805,125241.898438,108833.203125,82224.898438,4505.799805,138,-1
10.000000,0.264601,0.000104,0.676910,0.679698,0.623131,0.916357,0.603913,0.561451,3469.800049,52561.601562,145711.203125,64910.800781,3621.699951,139,-1
10.000000,0.441535,0.000097,0.477671,0.656571,0.455317,0.701017,0.086571,0.488878,3836.399902,23602.300781,103617.796875,5204.200195,3201.899902,140,-1
10.000000,0.260476,0.000089,0.685217,0.534693,0.767816,0.927912,0.587928,0.607736,3323.800049,52804.601562,132187.093750,96322.101562,4710.399902,141,-1
10.000000,0.334974,0.000081,0.599370,0.342628,0.692287,0.815875,0.610422,0.535637,1785.599976,72115.101562,111055.703125,104953.601562,3722.500000,142,-1
10.000000,0.360676,0.000073,0.572201,0.540417,0.744582,0.722275,0.533326,0.320405,3287.300049,112692.796875,74852.500000,72879.703125,2933.300049,143,-1
10.000000,0.247075,0.000065,0.697334,0.542194,0.750716,0.938060,0.660787,0.594912,3446.800049,81819.203125,119849.500000,86525.796875,4377.600098,144,-1
10.000000,0.245637,0.000056,0.704101,0.715695,0.751583,0.933077,0.552701,0.567450,4814.100098,86062.796875,108430.000000,57502.601562,3628.100098,145,-1
10.000000,0.241472,0.000048,0.708124,0.672033,0.917776,0.938745,0.329735,0.682331,3772.399902,75742.796875,94703.000000,72931.296875,4010.100098,146,-1
10.000000,0.422845,0.000039,0.496704,0.447968,0.565332,0.650644,0.474990,0.344584,2550.100098,59644.398438,102320.101562,34175.500000,2322.199951,147,-1
10.000000,0.416921,0.000030,0.503016,0.183518,0.545360,0.739344,0.825833,0.221024,1224.199951,84667.000000,111728.898438,109108.703125,2265.199951,148,-1
10.000000,0.325259,0.000021,0.611813,0.555600,0.750972,0.674645,0.607848,0.469998,3503.300049,121732.203125,94242.101562,85874.101562,3489.199951,149,-1
